username,player_id,mens_rating,mens_rd,womens_rating,womens_rd
cbva_mattgood,0996f806-dfd6-4a24-afe0-e82bdfc368d7,1438,117,1500,350
cbva_bwhitlock,c5859e80-b3f0-4b48-bb20-55768f242e9d,1361,190,1500,350
cbva_sergueik,873da997-b2a3-4867-8815-92460c0f7285,1511,89,1500,350
cbva_kyleponvb,f2790a6f-5410-4673-8697-9717a140a160,1505,121,1500,350
cbva_toddnick,07685161-e8eb-4afd-8e76-3a034a7f377b,1362,73,1500,350
cbva_lechenne,2cc8bcc7-abc5-415b-a69f-5afeed244b43,1493,79,1500,350
cbva_brysoneaton,02aeb7b1-0d18-40b2-9dfe-a3ba610d3e27,1603,119,1500,350
cbva_diegorod,8cb791bf-68c2-40fc-96dd-2d5a586569d0,1578,155,1500,350
cbva_vbbentley,833ebb5b-ba11-45a9-9298-45dbe206784a,1309,133,1500,350
cbva_leolovesvb,3aa6f260-89ef-4ed1-be06-a381b8deee1c,1309,133,1500,350
cbva_yohanlejosne,8da491ae-e5a6-4ff3-b04d-f3f6a6b04f02,1491,96,1500,350
cbva_lancemiller,1924951c-d529-4e77-9372-7428367e1aa3,1450,112,1500,350
cbva_maximillyuan,4820fc4e-23ab-41c3-bc0f-c4c25e43557c,1422,97,1500,350
cbva_doughassett,839f41e2-29af-429a-8089-338a1cf95e91,1470,177,1500,350
cbva_bgparker,ddf9bd64-b8dd-4ebf-816f-dfd6d5159ce3,1474,80,1500,350
cbva_mhendrickson,27b17028-f719-4403-9d2e-bf379806999a,1533,158,1500,350
cbva_dangreene,e32403ef-734c-4ccf-ad31-b2c3a3029034,1479,192,1500,350
cbva_chrissyee,f3f5eb51-a397-4c5d-b72c-6cdd731fb62a,1309,108,1500,350
cbva_leovrana,342a65fb-3878-4cce-a843-59c453af7eb4,1521,70,1500,350
cbva_tylermains,b7602279-b5c5-4843-8ef4-5485ec36817c,1553,74,1500,350
cbva_zainshah,98fc25ff-d397-4d47-b886-80a14f8471b2,1461,169,1500,350
cbva_rajandtaz,2bcb3a8b-f669-49eb-8e43-adacf30d54d4,1461,169,1500,350
cbva_philhuet,f30f6cb5-4838-477e-b699-0042b966ca48,1645,148,1500,350
cbva_davidroberts,e969d695-9e53-448e-a7b0-57dc74ec630c,1540,88,1500,350
cbva_danterry,68a5e311-afba-4f4e-a395-964b409d4609,1422,105,1500,350
cbva_blterryblt,089f1de3-d14d-4d4d-9b57-47665a379f57,1365,90,1500,350
cbva_stellawinge,c8e6e0af-8ada-43fe-827e-b85f83619145,1500,350,1459,170
cbva_leannabanana,cacae97b-4a1c-493c-9362-b3115bd3b8e4,1500,350,1604,95
cbva_sheridan,b1336365-d051-4fbc-84d2-d45e56a03fa2,1500,350,1604,95
cbva_cplgrenp,ccce40cc-3707-4a9a-945a-e451c174584f,1571,71,1500,350
cbva_thematsa,e3ef8486-6f23-4f57-8a5f-351102920228,1288,142,1500,350
cbva_ethanbenhill,af871c7b-c447-4b56-ba73-c147b8f01838,1471,80,1500,350
cbva_brendanread,531bb618-a71c-43e6-93f5-9ab2e36bd78f,1427,174,1500,350
cbva_sdpdofkrerinjvi,b25ff268-c443-4a30-b209-2dd088d4f9bf,1713,127,1500,350
cbva_riccervantes,9162eb38-95bb-4d6c-a1b6-05c8d6a2d04f,1509,187,1500,350
cbva_jonahseif,af230b7c-0592-40b4-b977-03b4bec944d7,1509,187,1500,350
cbva_ryanierna,b2332bb4-e536-402e-ab94-d3f92025960c,1568,178,1500,350
cbva_diegonickperez,fcece391-f9e5-41ba-bf1b-07fe04e4f518,1545,139,1500,350
cbva_georgendyer,5263c0a6-1f11-4e22-83bd-e9253b10c447,1676,113,1500,350
cbva_marcpart,b5742776-f957-468a-812d-55226f43e0ef,1647,78,1500,350
cbva_iliasrhouni,fda3defb-d9e8-4c02-8988-b54578076896,1469,96,1500,350
cbva_njbrutocao,00e11be7-e5ba-4658-ab56-57e6cba8088a,1352,170,1500,350
cbva_eliashallal,b0b5b337-9e98-49d2-9acf-08134a3d5c29,1299,134,1500,350
cbva_nedsigler,a1ee49a3-dcd8-47e4-a35f-744b09fbfd60,1361,178,1500,350
cbva_charlieeden,9663b4e4-46f5-490f-a5aa-7b6edf1aafd7,1361,178,1500,350
cbva_frankfield,912bdb0d-9810-4341-8f4d-3e63e18281cc,1657,86,1500,350
cbva_michaelgroselle,0c0925e8-ea28-46d8-981d-ce93197033c2,1598,145,1500,350
cbva_gregschmitt,4b123907-9731-4ede-ba62-9b1656c26903,1550,80,1500,350
cbva_palmerpwb,78b845ad-238b-42dc-86e7-9e855852a2e8,1620,80,1500,350
cbva_ofekjuda,6bf50756-22b8-4b0d-9935-36f54fb168fc,1287,121,1500,350
cbva_jeffzhang,301d6978-b169-4177-a37d-37be908c8cc5,1542,71,1500,350
cbva_shawclements,c716bcd4-b88c-4f0f-a5d4-259d8168f2d4,1575,69,1500,350
cbva_eukuchxgfvulitk,c7a67a0e-db80-4340-bda8-afba610f54c7,1597,81,1500,350
cbva_correycooper,cafe2520-50ff-4cec-b520-aa98dbe18cf1,1419,183,1500,350
cbva_thienvooo,161a6b3a-72dd-45e3-b4b0-09b880db5eaf,1511,68,1500,350
cbva_kevinkue,5a69d4d3-65fb-42b0-b868-89c5a061dfd4,1419,116,1500,350
cbva_tallmond,7329c2d9-0da0-4379-9980-1f3943be7c5f,1395,95,1500,350
cbva_justindoton,741aa926-5bc9-4d31-b69d-58f60551fc24,1755,112,1500,350
cbva_acdaaron,fb4c0f7f-2891-4f04-a157-7a4a58b0b103,1628,118,1500,350
cbva_timstorey,464e196a-23f9-4608-b7e1-5cbfbba205c1,1534,68,1500,350
cbva_bskriloff,053207b1-36c8-4a01-9b4e-d876df0b3592,1550,69,1500,350
cbva_btpriceless,b087346a-fccf-4de9-9652-93aca94651f3,1631,75,1500,350
cbva_mmcdevitt,0d3afd3a-1655-4e0f-9a1c-f6b67a1a337d,1630,156,1500,350
cbva_jakeyreed,c38a09ac-9672-43aa-8090-4922b7009a63,1463,102,1500,350
cbva_giancarlo,e453345e-9442-4aba-ad99-a347892e39ff,1573,69,1500,350
cbva_cvanaernam,7550c811-5500-4b9a-9cac-659666b26004,1600,72,1500,350
cbva_triplejjj,799479e8-c174-494c-a3ba-a80fd82deb71,1692,97,1500,350
cbva_derekjacobsma,737b66e7-e8f3-4994-913c-9bae484e1481,1379,132,1500,350
cbva_kielsmith,6a478f88-1095-4e68-afcd-ed5c5860c0de,1539,83,1500,350
cbva_kampopiela,194d3a8b-375c-4cf1-9c4e-992e1a15ccc1,1176,103,1500,350
cbva_cuboyles,624e1eef-c681-40dd-b11e-c044127242f6,1606,101,1500,350
cbva_chrismarsh,19ee384e-905f-44c2-8bdd-681b84214908,1468,94,1500,350
cbva_eraugradep,0f32b88e-1ea3-4582-bce7-a4af973079a9,1590,86,1500,350
cbva_ryangraysd,685774fb-db66-442f-b1b2-aba8f65c7679,1481,120,1500,350
cbva_chrisminar,a83702d6-d75c-4f0a-9152-754bf26b0bbc,1569,101,1500,350
cbva_dhoffman,63bef338-8eda-4810-afe4-c9e96df5bf3e,1486,134,1500,350
cbva_iamjzhou,0d74b714-5de4-4ad6-b21c-416241b0fc3b,1431,178,1500,350
cbva_dickeyjs,f2536d70-e8d0-495f-b13c-29b5a05c0cde,1367,182,1500,350
cbva_davidking,7cb2c97d-63d7-44d3-a041-0bd424288182,1367,182,1500,350
cbva_blakemaimone,e2a1e633-4288-4481-ab1d-b83f591c960d,1600,68,1500,350
cbva_mgoodwin,2f62e628-6b9c-429b-bdeb-c5c232df4733,1462,117,1500,350
cbva_chrislmcd,b0e03f3e-8b2a-4051-aef7-9c9f9d1fea70,1603,68,1500,350
cbva_jasonpjackson,a961b69e-daef-417b-8ba4-feda1f633138,1639,83,1500,350
cbva_pakinamja,c5e14556-e8b1-4da3-a621-f19d10b10dfa,1505,71,1500,350
cbva_cbvakrive,f7ed0836-03f7-4512-8bd6-6471dbe040ac,1601,83,1500,350
cbva_adubitsky,57ce4ab9-3f9e-46c0-a637-dbaab9bdc4f7,1537,78,1500,350
cbva_antoineb,bcbecc59-ae03-4c8c-86cb-e43d12430e3e,1517,68,1500,350
cbva_jeffalzina,9f0b68e8-0507-40f3-a26c-d5b724e59420,1545,130,1500,350
cbva_lancemuret,4d45ed0c-3dbc-40d0-adf2-8634a90cdf21,1678,78,1500,350
cbva_windermontano,2994ed85-1d6a-42f5-882b-8dd05878b858,1435,72,1500,350
cbva_jleestma,45a0cf57-3cf6-4a4d-bb60-d5c07e1b8297,1423,76,1500,350
cbva_samhilkey,efebb7e9-caa1-466d-a85e-4092d083953c,1434,71,1500,350
cbva_gmednick,a2ca3c3e-7978-426a-9b9c-ae080d31ea37,1508,85,1500,350
cbva_arthurmueller,b9b4cb10-49ba-4959-b636-4642d56d153c,1575,85,1500,350
cbva_volleyjosh,54b290b8-db92-4bab-bd13-e17f5c2f5e9b,1544,68,1500,350
cbva_cullenpochucha,549dc7d2-6c8f-40fd-952f-cf9d2c97cc85,1400,150,1500,350
cbva_jeffathanasios,3018b56a-f337-420e-8e90-06ed5269a48f,1467,89,1500,350
cbva_bumptydumpty,051ed36a-4145-44ba-a9cc-e58aad88069c,1368,90,1500,350
cbva_paullebel,40dff904-27bb-4c94-915a-88bbd41fcaae,1447,89,1500,350
cbva_bmelchers,e2f01433-554d-4479-a5db-5eb9c9185bcc,1468,74,1500,350
cbva_theosburgers,abb495f3-09e4-4dbf-9ddc-86dec57109e8,1419,71,1500,350
cbva_ondrejle,424857e7-2df2-4a2c-a382-ec47a3633ca0,1591,114,1500,350
cbva_jrbarker,5ac718d0-7bd3-4c70-a49d-c04ec869ee8f,1625,74,1500,350
cbva_toddthewinggod,f4ac25b1-150b-463c-8879-c0fcabe3c8f6,1584,76,1500,350
cbva_mnuttall,a7b0db78-88fa-4761-8c30-742a93895185,1613,68,1500,350
cbva_rgrellas,96ecadac-3f1c-4a00-a966-89a8b6dd1583,1428,119,1500,350
cbva_garrettwilson,fbe06d72-6d7e-41f0-9ccf-54ffb340a00d,1607,87,1500,350
cbva_natedogtwin,9e5d089c-fa72-47b9-a033-ff9f2097f310,1552,101,1500,350
cbva_daltonmekis,32b9dcec-37cf-4fdc-b1f6-2fb0685b69a3,1507,70,1500,350
cbva_joegarvey,50142687-86a7-47e8-a732-156286eb47eb,1602,68,1500,350
cbva_keaneblundell,25f5ef9a-8b8d-4d1a-a900-f5464ee89dcb,1499,70,1500,350
cbva_anposada,135c5c07-88e6-4239-a388-aaea23e41859,1530,68,1500,350
cbva_sky,61127318-dbcb-427b-90c5-3822230a94d3,1617,68,1500,350
cbva_cwalkerr,2870f4cc-4bb0-495d-8e3c-d13a811ccc4c,1494,85,1500,350
cbva_josephhbu,a08832c7-10eb-460b-b19a-2383531d7e71,1435,171,1500,350
cbva_ryonfarhadi,96647a3d-bc54-43c0-b131-93249bdbba62,1410,82,1500,350
cbva_turuuuuu,6311c4bf-dcc7-4378-857e-bc149dfd561e,1370,169,1500,350
cbva_bennettmurphy,4a52e911-5604-4381-b4f6-4a73cdc0f2af,1582,80,1500,350
cbva_bunchesofbradys,d2b66456-4b50-4f88-83a0-0739496bdb06,1478,80,1500,350
cbva_bleonard,90ac4c37-f997-4351-a0e2-a7f87f18890f,1675,95,1500,350
cbva_tkalisky,06b638d0-2f44-4bee-9fa7-33606372465d,1642,87,1500,350
cbva_mercernicholas,926a2c76-7e3c-47bd-bc10-933fcd849796,1505,191,1500,350
cbva_tbloomkid,1069d707-72be-4d21-869b-88d23d9e2814,1505,191,1500,350
cbva_cavanstewart,5ef73ff5-eb31-45de-98f8-3337dbee859f,1590,78,1500,350
cbva_austinfennacy,1f749421-6ccd-414f-9d27-4d4dcbe33273,1604,87,1500,350
cbva_keegannnn,e4024e72-2752-4c51-8564-0486bd02eb9e,1346,141,1500,350
cbva_dannyneiman,9d04665f-a888-42d8-9e42-baf5459403d9,1615,81,1500,350
cbva_alexigabriel,999d0117-37b5-49ec-a95d-556d17a1095f,1645,74,1500,350
cbva_heathhughes,267c9f64-742e-4ae3-9119-3f674b6b2847,1713,104,1500,350
cbva_slickbad,f14f3386-d40b-4a40-b901-1d827ab3d002,1528,179,1500,350
cbva_jdeschaaf,8dc7ade6-e431-419f-b167-e35e96407d7e,1444,141,1500,350
cbva_kylerpresho,00691aac-5089-48ce-bc75-fa0ffb4db50f,1421,102,1500,350
cbva_tysonyoungs,8b9bb6ad-5eb1-4fb8-a1f1-dbaa440d8a18,1496,98,1500,350
cbva_bryanrhodes,56718649-e490-4405-a418-a8bc11060a1e,1504,172,1500,350
cbva_faboopsg,ed7bf332-5e53-4fee-b1cc-d8f54b39665a,1361,127,1500,350
cbva_pouyapayan,11d40b4d-e64c-461b-96e1-6aa685a415d2,1361,127,1500,350
cbva_bbreznai,c04d8840-2aff-4656-8043-5f27efb64898,1334,72,1500,350
cbva_zeinobagijr,07d8ce79-cb2d-4528-831c-effca62b586d,1427,162,1500,350
cbva_aycourts,3b008049-afa2-4cf7-a50b-ce03dc8551ff,1385,174,1500,350
cbva_dateacha,bfab7540-d054-43df-a195-5398a0917777,1546,84,1500,350
cbva_austinnunn,7fb2a907-9fcb-4b70-bb37-fc0a2412daf9,1444,125,1500,350
cbva_drplexico,0176bd5e-cc53-459e-9800-26f3333e57c5,1593,165,1500,350
cbva_cbquiksilver,d8c2fc6d-d5c3-406c-906e-9a3c7c7dfecb,1396,133,1500,350
cbva_mikefarron,487dff51-e463-4586-84ea-fb0e41810bf1,1396,133,1500,350
cbva_igorzapozdaev,b495c684-893b-46ce-902e-831f8e14bca9,1346,100,1500,350
cbva_tylerericjones,0595a0cb-161a-4c7f-90ab-1f277f8e3916,1362,192,1500,350
cbva_jasochun,3d266ced-6d6e-4d6a-9228-8b0b6bd737ea,1362,192,1500,350
cbva_ford,72373854-b89b-45e4-93e2-4c8feabd724c,1615,68,1500,350
cbva_pedrooandrade,9d490310-9ef2-4617-9e8e-06ee413af331,1546,78,1500,350
cbva_willeuwart,6514769f-8358-40b2-b3cd-b84e0788902d,1518,162,1500,350
cbva_sunscreen,f9751e39-e86b-440d-b800-e4435b25454c,1278,196,1500,350
cbva_alexasecas,745986da-e8d6-4da2-9827-94bab53f8169,1414,81,1500,350
cbva_evannelson,63a809ba-f336-46a9-b5e3-e4e89876931a,1586,123,1500,350
cbva_loganfreemon,1d29a3bb-de7d-4e96-9beb-101f577adaf5,1586,123,1500,350
cbva_dlthomas,a96bff5b-1b8f-4d1b-8f0d-b983e578d288,1404,195,1500,350
cbva_alexanderfinch,a0084a1e-ad77-425f-8e3f-6f0c5b7c4701,1380,145,1500,350
cbva_rfarrell,eb68f7c3-645e-4c3b-a569-936006c4148b,1358,190,1500,350
cbva_youssifelrakabawy,3b319962-dab0-486e-8800-2065c5e4cccc,1652,145,1500,350
cbva_paulrehak,bdd60670-1366-485d-a757-2e22674281cc,1504,158,1500,350
cbva_ricejohnjr,b3453458-7cc7-4456-be6c-0bfdb6234321,1470,178,1500,350
cbva_vicporter,c9d4faf6-5d65-4c55-89f1-adaa499826c3,1715,97,1500,350
cbva_jpusheck,6f88414e-db6a-4767-a095-6b05da759e12,1350,200,1500,350
cbva_gliwadrew,dc450a1d-aad7-4663-b27f-a44947131816,1317,198,1500,350
cbva_derekgliwa,af52e927-f3a8-4f6f-8ae4-723e9458deff,1317,198,1500,350
cbva_alexandre,9efec907-41c2-4474-a61d-b9cbcae55f47,1333,176,1500,350
cbva_jscrilla,45e89c4d-0503-4284-9249-37cc91c4aaad,1507,95,1500,350
cbva_kylerivas,387724fb-ad84-43ee-8b4d-51a534ac58a7,1498,79,1500,350
cbva_tylerrivas,c2fd7378-6504-4283-b654-99b348571489,1602,82,1500,350
cbva_kjellrobert,1742d7e6-568a-4211-967d-9c16d74403bb,1504,107,1500,350
cbva_holmgren,d07af5ec-f6d4-43ea-8e02-563dc270ced6,1549,81,1500,350
cbva_leetaylor,d24ae274-e5bc-486f-be28-83075a4c51b0,1505,89,1500,350
cbva_kevindavidson,554c2597-ce3d-4b51-9488-a4d7a174b1f1,1503,77,1500,350
cbva_rtbrennan,969a2f43-f0a8-4d7a-a75a-b29dc7e6b153,1504,201,1500,350
cbva_benfoutty,f432e93e-e68d-439d-9089-ef3086d3fa71,1546,76,1500,350
cbva_izaacornelas,ffa922ff-e5a2-4e80-a223-a7746c2a00ea,1398,85,1500,350
cbva_onofriychuk,2fcda722-af49-4e79-bcc1-683c748b3266,1551,154,1500,350
cbva_aspidovdavid,9ae62018-a10d-47d1-96c3-38428c3d7cf7,1551,154,1500,350
cbva_vaught,f5c35a55-a0cf-47c9-94dc-a280041e76c8,1687,70,1500,350
cbva_michaelairola,6846ba57-1545-4ff2-95a5-8fe70d1b03a4,1586,69,1500,350
cbva_andrewab,3c0896a9-190e-4937-a9f6-b2f4c2efecb7,1642,75,1500,350
cbva_brendanonish,56221bda-7c96-4c60-886c-e22b6571ce2f,1702,149,1500,350
cbva_mikecavv,88b88972-3763-4eb2-981f-7b227ff2e3b7,1508,179,1500,350
cbva_coreygchavers,82531790-1387-4c4b-879d-060402702e82,1578,138,1500,350
cbva_danepieper,8ac9a79f-e75d-410e-aca4-4cf5c919a7bc,1380,197,1500,350
cbva_timplaza,153af9a5-e98c-4fb1-a1aa-88ad836a1e1a,1567,100,1500,350
cbva_neilsprenkel,41bfa05e-ecb1-41a3-bc41-cb0ba9cd05ec,1476,79,1500,350
cbva_thomasriddle,3e433a07-0e11-4536-8f62-66372a6269f7,1406,93,1500,350
cbva_adamlustig,e2824bc3-62dc-4b5c-bdd5-a97953f94de9,1603,76,1500,350
cbva_cscarbrough,97dde194-3061-4fc8-818f-8e6cbc21d554,1533,68,1500,350
cbva_rbrendanward,7749ebf6-20b6-4939-a165-7cb99e6cebed,1350,116,1500,350
cbva_kalecochran,cbff79e0-693f-4c1c-9322-af4f4de76f2b,1433,122,1500,350
cbva_aladamsen,492d592f-f785-45f4-9470-6b703d0c8acc,1529,93,1500,350
cbva_boltondonald,f368bb53-6ad3-4f47-bc6a-a15ea41ad622,1549,90,1500,350
cbva_mattgodfrey,88ee9f3e-8efe-46aa-98ae-c771543a61f2,1615,153,1500,350
cbva_briantpackard,d9fff4c5-ccdd-4817-9fe8-c79e8cd7ac31,1615,153,1500,350
cbva_navisandhu,6634813a-6ea8-43d2-ab0e-876563fd03de,1269,105,1500,350
cbva_timmyblanc,40457263-941b-4967-bed2-a7b908341daf,1518,72,1500,350
cbva_rileynorman,b4a9902b-4764-4fa1-aa5e-d6122e6fb65e,1547,94,1500,350
cbva_briggbusenhart,902123ab-5abe-472e-92a4-150537ea5c50,1717,69,1500,350
cbva_iamkylen,8fbeb46f-877b-4b61-962d-d0e092cb8f35,1599,71,1500,350
cbva_risesevenfold,4f4afdc2-7323-42dc-8445-e5dcf282b703,1531,91,1500,350
cbva_willrottman,24b8d349-6c47-4612-a42a-69e440a3f61c,1708,91,1500,350
cbva_whitedrandy,4d5ff492-6a3d-404a-bd1e-9ad1f46cc4eb,1464,161,1500,350
cbva_dylanforeman,4144321b-fed9-46fc-8eeb-ff3e923311b6,1588,69,1500,350
cbva_thewayofkings,a7db11cf-a43c-4397-90fc-e80d7bda8335,1668,85,1500,350
cbva_ryanaffleck,2744cb0e-426b-46cd-b888-b39999253eb8,1607,99,1500,350
cbva_jackgrassl,75c0d2d4-fb45-4e44-b3d5-326000222ef6,1532,75,1500,350
cbva_danstern,c2b106c9-df32-4ba9-a6d9-c19164e51e4d,1446,76,1500,350
cbva_britneyloren,5d8dbeb1-b5f4-4876-9949-5f116d935086,1500,350,1303,144
cbva_srichardson,cf671cda-2368-48b6-ba60-18e281dc4e90,1500,350,1485,78
cbva_julia,8dcb9636-c411-465f-bacc-b4299c83307e,1500,350,1590,76
cbva_kphillips,327d036b-9d98-4108-b184-45d18459700f,1500,350,1719,153
cbva_jhorwath,1b2a42da-6265-49d2-9f76-4240e132be5a,1500,350,1719,153
cbva_tesssheets,1d6a589d-fe8b-4458-b0b2-b679de75e345,1500,350,1403,202
cbva_chan,ce959396-203a-45fa-b9c4-a742431cbb77,1500,350,1707,118
cbva_mayakbernstein,db216c8b-7bea-4c37-8917-9a59cbe463fc,1500,350,1462,134
cbva_hbernstein,8ba7d484-0990-48d4-857d-bf4a5381e67d,1500,350,1506,170
cbva_silviacb,f45dc521-e700-4fb6-a5ea-c57bbbbf871d,1500,350,1518,90
cbva_flaviacesarin,d49d2036-7a9a-4019-a926-0c791fd01909,1500,350,1599,155
cbva_mcneillc,15decf87-a3f0-47b8-9eb8-5a51678495b7,1500,350,1321,126
cbva_mlettice,edf2393a-abb9-453e-952a-ccbbd4d790d1,1500,350,1312,113
cbva_hawnuh,95b23990-4439-489c-9933-ea2439f2e603,1500,350,1383,146
cbva_jlohseee,7048f8cd-b2f3-41be-add0-2f61bcffcab6,1500,350,1366,91
cbva_lilypadinsun,5d14512d-3de6-46ac-adcc-1c58b926a465,1500,350,1662,119
cbva_kwegleitner,6937441e-cba0-4460-802d-58dd22fced84,1500,350,1444,178
cbva_etornheim,f8e17cea-0992-4d20-af6a-c7b6954777a9,1500,350,1492,129
cbva_danielperkie,c87be5e9-6ff5-472c-84b5-fcfda2868a3e,1466,172,1500,350
cbva_pjosephbryan,678e252e-b9cc-4e84-a215-03d94a5779f7,1545,177,1500,350
cbva_oliducharme,132084b9-333b-467f-b92a-31714ccfc6c7,1533,145,1500,350
cbva_nathanielqc,91fca53e-0c09-42a0-9737-bbd3a9594ff0,1533,145,1500,350
cbva_aidanmkp,18ac0f8b-9a9c-4977-8912-4a37c6e01e1d,1454,80,1500,350
cbva_raspudic,5874da0a-bdda-412e-a7aa-6cd70ffbac2d,1483,76,1500,350
cbva_kalobpart,aee42e2c-3678-4486-80ec-8a506352917f,1640,90,1500,350
cbva_ayrtongarciajurado,0ddeac38-1603-4968-bb8d-bedbb0e8912d,1606,68,1500,350
cbva_davidchaput,6e71d04e-9a1c-45cb-96bd-e61aae325313,1539,153,1500,350
cbva_marcantoine,021083cd-4504-4307-948a-0e42705c85ad,1539,153,1500,350
cbva_farmerdave,fa2817f8-a8ca-4851-b77a-869dff6f34c2,1410,82,1500,350
cbva_kelliott,53d462ff-ec01-4e5e-832b-ed56dc61bded,1298,154,1500,350
cbva_patrickgovea,21066856-c183-49bc-8c09-7d432101566e,1598,139,1500,350
cbva_lukewhitworth,740d5f84-df88-41ff-b181-fea4cc56274d,1546,148,1500,350
cbva_justinmck,c0f39584-ee9d-4d6f-b3cc-6bbeb955f89a,1615,68,1500,350
cbva_justinleonard,d5570869-fd5a-4358-a9c0-e3c24d5188f5,1345,173,1500,350
cbva_jeremyli,a2852cbc-e8d5-4942-bf62-75f84e8f8f69,1464,91,1500,350
cbva_kennyspizza,84dade3b-85e3-4f79-979f-8eaa65d4f9bd,1478,113,1500,350
cbva_joporges,276dc124-ebcf-4487-b5c9-e5ef4e5a37bf,1478,113,1500,350
cbva_benjaminbvb,f707517a-6946-4e7e-be8a-2e4d893e368c,1395,185,1500,350
cbva_romelmccloud,8044bc42-a488-4ae8-9665-a0cc4481a0d5,1395,185,1500,350
cbva_conmursalo,82de0e2b-483e-4fc3-aff3-cc8851292dca,1625,70,1500,350
cbva_cb,ee29e43b-c0aa-4ac0-99b8-85f13cfad370,1674,91,1500,350
cbva_ethanbarnes,928bed46-c11f-4dd0-84d5-1dbd972f487a,1529,98,1500,350
cbva_skobrine,05c43b58-55d1-4521-87af-ccaacf5cb116,1503,81,1500,350
cbva_timbeccue,47977a44-0230-4b7a-b909-a59ce8caade1,1622,152,1500,350
cbva_jdevlinyew,94ca1217-9b8d-4462-9776-dba3e48040d3,1432,162,1500,350
cbva_dominicvhoule,89989f2f-688e-41dd-9afb-3deab2e9a47a,1396,130,1500,350
cbva_alchiang,ab72397a-3246-4b9b-8000-8fe453e7a459,1500,350,1381,120
cbva_linabrown,b512a439-29f9-457b-80a5-b7c5dc31bf61,1500,350,1420,120
cbva_rrcordero,1fd70287-98d5-40f1-bdfb-5d6651f69215,1500,350,1509,109
cbva_brookenners,12da35b5-b047-4aea-9cd0-ccc9b24e4add,1500,350,1448,110
cbva_marytcurran,4501b96d-10e5-4abc-8d66-9a5d826f89c8,1500,350,1360,115
cbva_morkelsey,162a5f53-6077-475b-bcf4-e23c010bf6a5,1500,350,1732,97
cbva_jenniferhoppe,9bb20663-2514-4512-9448-0e61c48d65e8,1500,350,1395,206
cbva_jasminelin,dfaad0bf-4aeb-443c-a17b-f488ffa192d2,1500,350,1362,88
cbva_skylarnoble,5960aef5-4a4e-48d8-a50e-1dbe90255e80,1500,350,1598,119
cbva_piperowen,2e1a4d17-c9fe-4bbe-86ba-1f9f5f5cd85e,1500,350,1703,88
cbva_michellelara,2a8c7393-c2fa-4ae9-9139-64cc58ca8fca,1500,350,1479,116
cbva_sheevahaghighat,76735ce8-6861-4424-9818-0e6121bee7ed,1500,350,1355,110
cbva_natalielane,62c33a2d-369d-4652-9ed4-0b4b8637951c,1500,350,1419,85
cbva_tifflunn,ee00033a-e334-4d90-8224-d5e0edf26931,1500,350,1486,183
cbva_ashleymagley,8e7cb0c3-c30e-4f7d-b05d-e68c70987215,1500,350,1689,115
cbva_kazgreene,d391a6ec-761c-45ee-bf2b-b2f43cdc38e0,1500,350,1689,115
cbva_camilashakirag,40cea742-650d-4ad1-b7f8-a27a982aa1cd,1500,350,1434,200
cbva_avocaito,8bc66c21-5527-40c1-be3c-37128c05cfad,1500,350,1533,118
cbva_lekhanad,4904f9bf-2f8c-4cdf-925f-90bcd4cad20d,1500,350,1625,106
cbva_chanavymey,75974ce7-1ffa-401e-988f-5c506961cef5,1500,350,1418,146
cbva_eblockhus,041e23dd-4c66-4a27-a8d4-0e1faf6e5ec2,1500,350,1660,78
cbva_eliaduenas,896d796d-784a-41ee-bae1-ec21d6e82560,1500,350,1502,175
cbva_laurierockwell,78d756d6-ca45-42c9-985f-f7892b4d1e16,1500,350,1548,95
cbva_franwang,84cbc908-2f8e-49cc-8606-8d6e2ddaea40,1500,350,1345,114
cbva_jstcharles,1758a527-822b-4b4a-8a9e-2712526e98e2,1500,350,1580,96
cbva_anniesteger,47562a32-f5ff-479d-9b29-cd7af3ef27fb,1500,350,1504,111
cbva_heqzrfzhvfvdrog,78f15c08-c533-4856-ada0-fd74fa5ef3c1,1500,350,1340,204
cbva_dreabadea,1af673f2-e200-480d-831b-0edbd52685ae,1500,350,1743,152
cbva_jessicacruz,3634fc41-7017-42e0-a2ea-0c47fb0a0ab7,1500,350,1743,152
cbva_mproberts,1ce7edc9-a6f9-4b8c-81fb-95cc71c7443d,1500,350,1613,73
cbva_cooldogmom,1e1fed2c-ca3a-4695-86e0-538fb9e9aadb,1500,350,1449,142
cbva_mirandaholtz,5b03179f-90bf-4e89-865d-7fe44b169c44,1500,350,1535,81
cbva_mndelgado,3757a382-9368-4f53-96b0-6ad4cba84efb,1500,350,1556,125
cbva_ailataylor,090cbc9f-2886-4657-9efd-d721e6668926,1500,350,1248,106
cbva_lianabeld,5a3c69d7-2a2d-48c9-9d38-2995244d8c14,1500,350,1398,196
cbva_kkatelau,25a22df9-2b70-416e-a34c-d67b5a4baf99,1500,350,1435,199
cbva_cjeybitgkpaxkoq,22cb951e-89b5-443a-82f0-dfadc2dcfd45,1500,350,1435,199
cbva_mrichmond,80586ba6-3098-42d5-b383-b5a53e19aa35,1500,350,1536,72
cbva_pefroberts,b7b04f91-ff1e-4770-bfcf-9c178f8bf17f,1500,350,1508,124
cbva_erikagiovanardi,d50b94db-b9f0-407a-be22-c3b3c3fd91a0,1500,350,1532,119
cbva_izzychuu,4c4e8073-3d15-4777-8178-187185e5edbc,1500,350,1532,119
