username,player_id,mens_rating,mens_rd,womens_rating,womens_rd
cbva_huntercahalan,fcfc4b54-d4ba-4da8-82c1-d8bfaba37d3b,1580,151,1500,350
cbva_andrewmcsweeney,2a66618a-2da9-4b78-a882-89c4039b486e,1644,159,1500,350
cbva_drakedvorak,1a66b021-0347-436d-9f16-b01875ad5ac2,1688,104,1500,350
cbva_joemayer,22940c8e-3301-43ea-8f43-64b30523713a,1461,169,1500,350
cbva_johntpeachey,e7220311-9f00-48fe-95ec-425cc1e829b1,1543,110,1500,350
cbva_martinkrasuski,747ea0b2-1fae-4bb5-8278-a3630034bd96,1463,103,1500,350
cbva_alexvenardos,e4b18a7e-66ac-4f7c-b6c9-c6da9b570f9f,1550,154,1500,350
cbva_hostmortem,ce1bc985-4d74-49ff-9523-ecca75ce6bb2,1621,101,1500,350
cbva_jacobchristiankim,6ed529d5-067f-4a4c-8df4-2193a10c5951,1637,68,1500,350
cbva_trevorrrz,04749e7c-ecd9-4a5c-a42c-64f662d18785,1672,73,1500,350
cbva_tflionis,11958e80-c8f9-40d8-93da-2016a70a567f,1486,182,1500,350
cbva_jacksoncbva,01113c26-0fde-4db9-b91b-5862896476c4,1427,190,1500,350
cbva_jadenjbb,ea0231ee-889c-4d7d-acb5-2f3e1719f37c,1545,121,1500,350
cbva_victorneves,63a9e11e-34a5-4366-8a02-062e48c0ce74,1688,140,1500,350
cbva_griffithbaily,415644ae-d5fc-4a05-b6e4-b9368ac1c345,1582,68,1500,350
cbva_lucakurtz,d2ddf01a-0b06-41ed-ab30-d3d4d70fe3d0,1632,100,1500,350
cbva_kyleaddison,95d9ee80-c2f1-4312-8c97-137cb6f66a50,1359,178,1500,350
cbva_shanedoherty,5e836a4b-b455-4cac-8f34-daff07f0ccb3,1359,178,1500,350
cbva_jonathonroberts,53695c0f-b28a-42db-9d2e-b56877d0884c,1633,139,1500,350
cbva_lukaskafka,15caccca-714e-41bb-b190-652d879d4f56,1331,178,1500,350
cbva_adrianmosher,a8e432c5-a078-48c1-82d4-ccdd716f9c6a,1331,178,1500,350
cbva_hershall,9f6cacb1-d489-46c2-b6c9-87d2bf17c3ff,1480,177,1500,350
cbva_tsilberberg,6383c839-d714-4965-802a-a174a64e13ec,1548,179,1500,350
cbva_zmanvball,5fd3d1ec-eb72-4d59-b0ef-501fcc8ae575,1367,190,1500,350
cbva_lukeashk,f7a17482-06e7-46a5-bc9f-26ef4b7590fd,1367,190,1500,350
cbva_corkyrion,c28c7b94-4730-455b-9f9f-0b9bed9a4d87,1538,123,1500,350
cbva_nsummers,4944c0fe-f615-405c-a7af-8ffc8fd20cdc,1362,102,1500,350
cbva_alexvengels,02b4b18d-071a-4f63-b99f-618f033246b4,1464,161,1500,350
cbva_lennyliem,32a65eed-f619-4e38-836b-36b340fb550c,1518,121,1500,350
cbva_chrisianni,f9f3c229-7d04-4dba-ba41-89b0533c4a55,1498,177,1500,350
cbva_drewsmith,b2d8a024-d190-4205-834f-580a29bd4c70,1498,177,1500,350
cbva_kierannaughton,d94abc23-6747-473f-b24e-addd174c25bc,1525,123,1500,350
cbva_birdplaneman,e63c0dff-2e8b-42c1-83fb-8e1906822a6a,1424,105,1500,350
cbva_bobbyying,d188fa7c-e137-48d8-8b3c-2b873a15c40b,1578,153,1500,350
cbva_abxobxunc,5ee0ce49-77c5-40db-8f6b-b9751e00b098,1385,176,1500,350
cbva_jnyquist,eb849212-1bf5-4ceb-ba9e-16c791094750,1337,134,1500,350
cbva_jguarnes,2cd4154e-75fe-45fc-85e1-6fff01115e68,1639,119,1500,350
cbva_stevenrod,2ceba137-92d9-48b1-897f-18b89db7e70c,1639,119,1500,350
cbva_ambrosealec,399c414b-2620-4345-953a-e12b8125e764,1445,92,1500,350
cbva_gabemurphy,42fa42ad-bf89-4e31-a0f1-4d3c2d7cbc1d,1398,169,1500,350
cbva_sytsvebriaghgel,adbc833e-858d-47f7-8c33-9f27b4ea544f,1342,200,1500,350
cbva_calebclark,37e0fe2c-9d7a-46d4-a3dd-ebb1b6812d2e,1347,181,1500,350
cbva_jonathanyardley,a2d7693e-56e4-4faa-a4b9-c384681cb135,1422,175,1500,350
cbva_danielyardley,c48a9ba2-1bd0-431c-b61a-5500fe9acd1e,1422,175,1500,350
cbva_tomordway,ad8ddc4e-fcb1-46f4-9774-b34c40b66162,1545,162,1500,350
cbva_jadonbuller,e227db4a-77fc-4e7f-a6c0-a80d872d1d99,1372,96,1500,350
cbva_cmmoyano,6fa09af0-2405-462f-9ac0-1b7c53357024,1324,189,1500,350
cbva_amoeller,39ef0705-e4d3-4d85-96e4-7c4f0fadd4e1,1271,144,1500,350
cbva_grossinger,798b0a0d-a64d-4326-bcff-856b9325311a,1531,79,1500,350
cbva_jblackman,cd14bb6f-3fb8-4fa3-9bf5-97c26f3a6717,1489,74,1500,350
cbva_zachberty,eb438366-ab8c-4479-a090-bd0cfa1033fb,1438,164,1500,350
cbva_masoudvaezi,a61227bb-0c01-4bf4-860a-49e9990d5c38,1371,140,1500,350
cbva_roboteos,c712a3a4-bcc9-4aa8-a865-5a2ca52ccad3,1384,111,1500,350
cbva_mkainikm,89a2d47c-60c9-4486-83a6-931d5103c6d2,1462,91,1500,350
cbva_vincentmerheb,48e55151-30f8-4186-8354-c6cdaadc2b21,1294,169,1500,350
cbva_julianmerheb,e8ea2265-f173-476c-a9ec-ee02decfc79c,1294,169,1500,350
cbva_mrnewport,19766838-2632-4a1e-9d56-8afbbb0d7cdb,1318,199,1500,350
cbva_brodyhagenah,8f11b438-48e1-4ba1-9e62-d4a1633edf4c,1604,150,1500,350
cbva_codykrohn,0d8562d8-4f11-49a5-a6bd-f8c828d9e5d8,1604,150,1500,350
cbva_lucapedrazzani,3a7005ea-df8e-41c4-ae1f-5e3632fe79dd,1406,162,1500,350
cbva_tatebradley,62d5072e-175e-4887-9fa1-b917ac0ddb0a,1406,162,1500,350
cbva_cotterboyle,5173098e-60ca-478b-b713-e1a4d0adc95c,1281,139,1500,350
cbva_brooklynclose,1609a115-1493-4b94-b142-0a53f250fb5f,1492,91,1500,350
cbva_jmtaylor,59fbc797-ebe7-4d5d-ae49-c3b1530e832d,1500,350,1500,350
cbva_samjhajaliloo,66255339-a68c-4000-bd79-0952a176ccc6,1507,125,1500,350
cbva_clement,f0b7e754-4586-4c56-8e28-c80485f833d2,1401,178,1500,350
cbva_tapiocamilktea,5fb03403-ede1-4c1d-8bd1-3d07a94655c7,1430,115,1500,350
cbva_trentonortega,311ffb54-abec-4cfa-af19-2ae4fd73582c,1339,182,1500,350
cbva_broseidon,bfcb1896-27dc-457a-9a51-2cec3f29d033,1339,118,1500,350
cbva_jasondale,0db1776f-f574-48b0-8234-41ab476161b0,1668,140,1500,350
cbva_ackercal,9e7d8142-d996-4055-af90-00eaa94ef839,1582,69,1500,350
cbva_justin,e412a77f-7041-43c7-963b-5482c5ec0d6c,1541,81,1500,350
cbva_kurthuston,52d0279a-4a9c-433c-a625-d9270f571d6b,1392,129,1500,350
cbva_alexrhee,48d07396-6bf4-423b-8427-4d385172bd2e,1392,129,1500,350
cbva_krantzbrotwo,bbc28d6c-4a67-44cc-aa5b-8b525ea4e6c0,1352,134,1500,350
cbva_volleyballjay,ce35ed13-b579-4d42-abe8-cafd372c6848,1315,172,1500,350
cbva_caydenfeifer,5ecf9d7a-4970-4cb4-aa46-2b875502d536,1459,131,1500,350
cbva_danfeifer,0b6055ae-9ddb-4e2e-9c26-2cd47c518baa,1450,181,1500,350
cbva_petertran,b802b0ba-5079-42ef-8bb8-5939f90fbee5,1433,77,1500,350
cbva_nevillemorgan,daa95d70-7243-4a7f-b738-9c9641c3f265,1421,68,1500,350
cbva_justinwu,0e5593a2-ea93-4cf5-bb96-66aa964f9a0a,1482,70,1500,350
cbva_jimmyryan,aaef2bf7-e207-4cd3-8bb2-7113579dfad5,1568,102,1500,350
cbva_matthewwiher,37166aba-ad4d-4ccb-bd0f-abc2db26ba15,1552,121,1500,350
cbva_klankenny,86b8744f-bb5a-4c84-935f-95e211a4dcfc,1312,172,1500,350
cbva_jasmibro,2dc7f803-8c90-43a9-9ed4-c1c847e38b07,1312,172,1500,350
cbva_wjaqesvtnglksif,ca3ab8a6-85ef-4c64-b934-f271f9c16ccb,1559,154,1500,350
cbva_jvpazanti,83a11832-b858-47b2-acbe-cdd1462b626f,1400,135,1500,350
cbva_bennettchaikovsky,22088a48-7a89-49f6-8a3e-959ad48fb51e,1463,140,1500,350
cbva_ctconnell,314d5ecc-b29a-447a-ba3c-e1f50d72532f,1645,82,1500,350
cbva_bensandt,4c469a61-e181-4c32-81ce-7d77772da879,1556,148,1500,350
cbva_jeffreyhogan,1d006286-8e18-4815-b321-fbeb08421cd0,1681,113,1500,350
cbva_chanksvb,1be0abb7-dab2-4b11-b0f9-13c4e9af3324,1494,144,1500,350
cbva_poahneters,235249c5-e75c-4fbf-8b80-d14ce6767cc4,1307,166,1500,350
cbva_jackgarcia,5dc217d0-1f91-4ee1-8d3b-3cfa4efce506,1329,199,1500,350
cbva_rowanpeake,573fb6e5-1d0d-46bc-a22c-e1c53f953cd7,1709,105,1500,350
cbva_ziggypeake,8fac482e-d94b-4451-8695-f50caf973119,1533,100,1500,350
cbva_theomack,95c43f31-5d77-4e65-97b2-bf2ffc969421,1616,161,1500,350
cbva_dominictut,83f7c2ca-6969-4fda-b0d1-3ad70885f1c5,1446,203,1500,350
cbva_masontuttle,a3f38d48-39fc-4a60-9399-49328d4b2db4,1446,203,1500,350
cbva_colinearls,f3ed7681-4bb3-4b94-93d8-7cc492b877b4,1628,182,1500,350
cbva_camoearls,bfeaa554-c753-4efc-8ca3-6169d9322cb8,1628,182,1500,350
cbva_makaiomorphy,e571b084-cbef-4c29-b4f5-a8f41d3f2fea,1424,195,1500,350
cbva_andreasschuetz,82821179-c13f-4f5a-ac9b-9ab166a9200b,1424,195,1500,350
cbva_nggrimes,fc6cde9f-f665-4fe2-9841-ba0d578e1672,1570,177,1500,350
cbva_johnmichael,eed5104a-2a29-476f-9b5b-cb8802ac3f0e,1296,152,1500,350
cbva_dillan,b339d149-f4b7-4a19-91a4-25ecd59934e3,1296,152,1500,350
cbva_mpagaling,b644f2e0-f148-4da1-bd1b-45598399da6f,1418,211,1500,350
cbva_benduarte,58da81ba-b421-49fb-9b4f-94459c8b4af6,1352,153,1500,350
cbva_mburdick,8621838a-6f54-4cbb-8b53-6cb8ea14bd2f,1633,86,1500,350
cbva_gusdetar,8625452b-d1db-4716-9c95-95ebf5aa5eed,1390,196,1500,350
cbva_lukeforster,3a2623ac-ac1b-48d2-89f5-fdd53e22dbec,1676,85,1500,350
cbva_lucas,28d7cc3d-9570-4dd3-8330-222bf6b26eed,1570,120,1500,350
cbva_tylerkeoni,f5a10f81-9b7f-4b03-90a3-20469726ffe4,1451,119,1500,350
cbva_mgrigoriev,36050e77-9881-4559-9a1e-07b086661c19,1477,108,1500,350
cbva_jaclynselden,230fc4b6-4f28-40db-bc4d-76f7c250f87a,1500,350,1315,188
cbva_aketcham,28a5d369-0732-4eb9-b01d-de6aaaf099ca,1500,350,1579,167
cbva_delaneytaylor,f12b8b56-f243-4e70-8932-9098722b289f,1500,350,1579,167
cbva_danaandrews,7deca2f8-3d8c-497a-9d42-59fe1771421d,1500,350,1681,127
cbva_chiaracbva,90007bfc-9141-49e3-a4e0-959ad4325d7c,1500,350,1719,100
cbva_katelynnck,8f1a1540-d2c2-4971-ae06-03822ae79d09,1500,350,1498,143
cbva_winterkristi,e0755466-9f58-41b2-9338-f934dcaf4bd5,1500,350,1399,113
cbva_rachaelbyerly,2fb1cc98-ad99-4223-991f-3c5475cec6f9,1500,350,1619,103
cbva_jaderesto,70983879-7638-43cb-b00a-b93e416a25ee,1500,350,1619,103
cbva_hlsedley,50c23c69-3eeb-4656-9c4d-ccff73772eb4,1500,350,1614,130
cbva_shleepeterson,40cfaca3-b8fe-4302-a4c4-fb5c6f5ab2eb,1500,350,1540,129
cbva_theasnider,9a72d4c5-24e1-4bae-815c-69ef75bafe26,1500,350,1716,150
cbva_raecasas,e4ebc1c1-f133-4359-8dff-77385b1c264d,1500,350,1716,150
cbva_jenorbita,ecdd0115-b2f9-491a-a8ce-2e38951a5ccb,1500,350,1489,180
cbva_fisherlove,1027765c-1134-4cf6-8b2d-83ceb5edd4c3,1500,350,1497,139
cbva_tippilane,28722c40-1ee2-4506-93dd-f9fd1faef9b8,1500,350,1334,120
cbva_mmuagututia,eec15b26-acb4-4a64-9577-71de559e8cc2,1597,96,1500,350
cbva_eightypercentcutty,707bd0d8-1307-4c72-a48d-5c626418eb62,1404,185,1500,350
cbva_donohoek,d0dc2223-41d7-4ef2-b23b-528c5a60ae0d,1404,185,1500,350
cbva_aarenrice,86bf7666-11c6-4d1a-8513-058fd4322af5,1684,112,1500,350
cbva_ajchampagne,e5db2133-c0a6-4fb1-93cf-de9b4baf826d,1500,350,1596,84
cbva_lindseyvoeller,33bdb996-9350-407a-9792-81e9f4ebdb4e,1500,350,1418,88
cbva_toddclevenger,891f7261-3bb4-4dfa-affa-3218d4978b58,1541,193,1500,350
cbva_bryanleeidk,7c3a675e-4bbe-4902-b161-cb1ce424ea92,1508,182,1500,350
cbva_staceymarie,c9eea00c-6ce1-493f-a990-b022c8dc9f4b,1500,350,1746,139
cbva_samnolan,939a3a89-a407-40c0-9197-12b9308279d6,1459,94,1500,350
cbva_laurynmminers,5cadff4e-c090-4844-8ccd-c753c1070c59,1500,350,1402,176
cbva_joeyclevenger,e2fcf11b-ac39-4c54-976b-d2922594a319,1541,193,1500,350
cbva_stevecrogers,aba22e38-0953-454e-9c45-67ac048d515f,1573,146,1500,350
cbva_dalelehnes,42089b11-e806-4a8a-8087-bc4ccd9b7f35,1428,184,1500,350
cbva_zeschenb,b68c441a-438c-4256-b2d8-fcb4bbb323ad,1360,180,1500,350
cbva_juangrosso,33f4e042-2bf9-48ee-a1af-9a5e9a9876cd,1596,104,1500,350
cbva_tannerredding,e1e8f528-cfd6-401f-b3e3-b163c6042fd7,1360,180,1500,350
cbva_jbergland,87226178-f999-4ec1-a262-e09392803b07,1428,184,1500,350
cbva_jacksondcrewe,d8083fb8-93c4-49df-8fd5-247c2f7158a0,1368,126,1500,350
cbva_kelvyndelon,30a5af04-9f33-4e43-b868-d4ff8b764bf4,1270,96,1500,350
cbva_victorsousa,b652d61e-0846-4f32-8283-d79f7ca2b38c,1338,183,1500,350
cbva_danielnguyen,88f1ecd3-cc44-4b6c-b420-428f98dd291c,1364,138,1500,350
cbva_ethandurns,f58960ff-abf7-4383-af35-e486cf45a430,1484,167,1500,350
cbva_gustavofelicianosanchez,6419407d-c2cf-496f-b960-2bac689e0e38,1582,81,1500,350
cbva_averynoonan,40a75f44-3f75-49f5-93f0-2dcd3946e974,1502,110,1500,350
cbva_daqianvball,2a3cc126-ea1e-43fd-ab89-a25f6b5918f0,1333,179,1500,350
cbva_lesliepatino,aa79f842-64f7-4d40-a57a-7813020fb2f4,1500,350,1491,189
cbva_sandybeach,008f0fdb-9f22-44cc-9cb9-65b9b5df0128,1578,153,1500,350
cbva_djesleyp,3dc3e04b-cef7-4304-8b1e-bf80326515b5,1341,176,1500,350
cbva_aleaglad,b1aab944-802b-4a15-ac25-cb824dcd76f1,1500,350,1543,106
cbva_jennasegel,243dce8f-385d-4a10-b567-1a1866fc94fb,1500,350,1552,111
cbva_treytamaki,305e5440-5b09-46d3-bf31-3853ab2a9457,1519,137,1500,350
cbva_serenaferraro,33812576-586b-444b-ae03-75d29c363fd8,1500,350,1350,197
cbva_laurenbosse,fdce63c3-048f-40b8-88bd-f720f894372c,1500,350,1471,189
cbva_nicaversa,c5f566b8-5f23-4fa3-bf6a-6f85ecda9076,1500,350,1500,350
cbva_autumnfinney,2f9b3c72-ffba-41fc-b9d5-992b0c95189f,1500,350,1308,129
cbva_michellealvarez,8052ef2b-fa64-4558-a7d3-5f214a965e15,1500,350,1535,183
cbva_irisaencinas,70d32ae6-30ae-436c-a6d8-d8313be15bb4,1500,350,1535,183
cbva_vprbicujrwhpiuf,ac1d608c-5696-4b63-917b-08aeb743bbf3,1500,350,1780,145
cbva_deaniewoodruff,fdf8468c-796e-46fb-bf68-af39c8fe02ea,1500,350,1780,145
cbva_jenniferc,a9ebeb1b-5d62-4845-9652-c335454e90fd,1500,350,1504,183
cbva_niahampster,a936c0b1-00df-432c-a2d8-e5089fc19b1c,1500,350,1699,103
cbva_samanthamoyer,2eb0cb3b-2c5f-4edb-a773-a3f8b0e3e45e,1500,350,1639,159
cbva_nlindsay,596971bc-d3e9-4b43-8546-e1909431637b,1500,350,1485,111
cbva_natalielau,6d5ebd36-3770-44fc-ad96-8cea36ab6200,1500,350,1559,122
cbva_couchhan,9a1151c7-6dea-4428-8df5-298c1600d71b,1500,350,1763,146
cbva_josiewilson,59cb32af-0d9c-48ed-9e1c-2ce1ba1546f1,1500,350,1344,192
cbva_emmajohnson,fc2f0f26-da84-48c7-90e0-c33d1b785dd9,1500,350,1344,192
cbva_daniellesugrue,44934df3-44e5-4692-8dcf-6ca64472d06e,1500,350,1626,77
cbva_yukirosoff,5b4618a7-297c-4d8b-a5d4-3d4b0afe4e9e,1500,350,1479,168
cbva_addisondemarse,d387c49a-9c24-48af-b573-bf3c0675cc7b,1500,350,1591,159
cbva_samholley,ee6808e5-a85c-49c0-9385-e7cd2b617b7b,1500,350,1591,159
cbva_gracekloss,7593cb7f-128d-4516-a708-a2c5b2f56144,1500,350,1380,127
cbva_cnsmiths,706224d1-28dc-4912-b753-110a7606c622,1500,350,1557,156
cbva_bransonlennon,bcfbe878-1a3e-468b-9d5c-49dc79792f49,1500,350,1695,150
cbva_montereyy,b10528c8-e89f-41c9-8033-783b06e57b3f,1500,350,1695,150
cbva_jmmorgan,f38765e6-aa36-4135-b93c-6704617247d2,1500,350,1409,84
cbva_hannahrussin,428d2fa5-9400-4c40-9531-3c2b1746fc76,1500,350,1433,91
cbva_buchterbella,04ca0963-92d0-408f-b31d-a617196bf1f8,1500,350,1599,96
cbva_mnicholas,63012179-fdfe-431e-a654-01be44e32025,1603,78,1500,350
cbva_brocksheets,50c28d3e-8442-42ef-940b-0c85bd00ba8c,1425,140,1500,350
cbva_pauliecbva,f0db47f9-4cad-4081-9991-1979d6199c5e,1425,140,1500,350
cbva_kevinmather,9ceeca54-2b0b-4396-9b0c-863f9ef30df1,1641,147,1500,350
cbva_aristeffens,be4eaf6c-1dc7-4817-bf17-f934d3863145,1307,191,1500,350
cbva_vandelmh,620268c5-b2a9-411a-a550-fc76a060d9f0,1307,191,1500,350
cbva_ptsanders,3dc40590-f8df-4c14-9baf-4d310ea17271,1478,185,1500,350
cbva_qcmelvin,2196e673-0c39-4930-aa2d-25538ecf1f3c,1582,77,1500,350
cbva_erickinney,b8cb2429-4e28-4c8a-9ca6-08650563d2f7,1301,190,1500,350
cbva_jspotanski,cbb67e8e-7c2b-4487-b48a-0e54969f3905,1301,190,1500,350
cbva_olofdelight,0020173a-af85-4861-8bcd-b5f12610d89e,1346,82,1500,350
cbva_grantmenke,556b9a56-c096-47d0-9bc8-6ad38073bdc7,1334,82,1500,350
cbva_timothycoby,6ed666aa-9696-45aa-bc7a-a24618a0eabb,1574,124,1500,350
cbva_thedonhasan,a86cfba8-9d27-4504-bfd8-d2faca4d0e8d,1476,177,1500,350
cbva_troykaufman,0510b9c8-b8d9-4a46-ad5d-e2ce2481949c,1407,188,1500,350
cbva_jprellezo,5d640882-a9b0-4432-916a-316ab0b77bec,1311,174,1500,350
cbva_athompson,e782634d-f37e-4c22-a240-3b4b564af8c9,1311,174,1500,350
cbva_georickaa,d455c15b-5f3f-4b1c-8277-02f50bfd9824,1315,181,1500,350
cbva_scotterdog,a35717ab-e8ef-41c1-8618-1f1b8922f4e9,1315,181,1500,350
cbva_ezrawery,0285999a-6e97-4107-88c8-d61db26b6afd,1507,129,1500,350
cbva_dspencerbacon,095290ec-2a0a-491f-b7ba-ddb488f1b4cc,1642,89,1500,350
cbva_maxkosmos,928d073b-ea5c-41f3-aaed-c49dbb3c20d9,1407,87,1500,350
cbva_jojodice,1125fd16-c3d3-4474-bcd8-9d812c5b690f,1514,163,1500,350
cbva_jonahjkk,9554afe7-bb77-481f-b937-98284f019b45,1384,172,1500,350
cbva_devinerbay,efeef845-a05c-448e-a2f2-f696147cd573,1384,172,1500,350
cbva_jakebreeler,ed87079d-914d-464b-9191-de0b324d681e,1477,92,1500,350
cbva_kenmurczek,851a2625-bfa6-4fcd-8c22-bef41909c2b2,1742,136,1500,350
cbva_bradjojo,8f670bbc-b765-4e4e-8e16-1294ec767496,1742,136,1500,350
cbva_andresgomez,34c5db74-1049-4f72-9f92-0705b6191879,1435,179,1500,350
cbva_hanrahanjordan,1433a7a7-bfb9-4f6a-8a98-d4908892be2c,1317,189,1500,350
cbva_sandillond,040ee426-2c79-46d9-a613-bdcac3262650,1491,105,1500,350
cbva_browndav,4844003d-9a76-4492-a0a9-2336597d6b95,1491,105,1500,350
cbva_bjcookrocks,8453e873-7293-4317-b418-4367b733c4a8,1493,170,1500,350
cbva_dylantuckey,2d893c9e-b28d-41d9-b7c2-a0a48488dc6d,1493,170,1500,350
cbva_samphomsopha,d53c97ea-d76b-48b1-8bb5-4478961e703c,1235,178,1500,350
cbva_darrenphom,0621752b-a232-46e8-9852-ed5b3d4eadb3,1235,178,1500,350
cbva_veeerynice,786ab251-0ca4-472b-ab47-d6ce4f0a4d20,1271,144,1500,350
cbva_marcomontaltom,ad94c867-7275-4a1a-badf-ae7b83314bfd,1308,171,1500,350
cbva_smarusic,9cb1117b-f913-435c-91e0-57e97bae123a,1449,130,1500,350
cbva_geoffkremer,1c029737-f9a4-4c94-96d6-3421e791e8d7,1449,130,1500,350
cbva_alantamman,6a5cf98b-1c71-4317-aaba-832a8fbce0cd,1419,136,1500,350
cbva_ethantroncoso,8c8b79c2-ca7f-4e69-af32-fa0a0d40cac6,1435,101,1500,350
cbva_cristianbalding,79100e6d-ca4e-4790-a8fb-1b6486cb1ea6,1231,83,1500,350
cbva_payupvball,4e62a91b-0a23-4f55-ab72-64bb71465c41,1546,145,1500,350
cbva_mikerosen,32144fd3-8ad7-48db-b53d-45bcc19e5634,1356,133,1500,350
cbva_calenrosen,07d620ed-ddf5-4d7b-9484-e6b112df9b76,1356,133,1500,350
cbva_usclulich,d56e482d-17a1-46dd-a1fa-d493ba2f6122,1545,115,1500,350
cbva_jessyoung,50543422-9a4c-470b-82b3-ce4a98198c51,1500,350,1601,144
cbva_lshadyplay,3086f501-1658-45f8-af5f-eeb91a5c47b0,1500,350,1326,201
cbva_corshady,9a88e28e-f48d-4a88-8dff-c15097c3784e,1500,350,1326,201
cbva_ellarose,6646e710-0ace-4def-aa2a-459ebf63c7e8,1500,350,1418,184
cbva_carlybaker,aa1b8a1b-02a7-42f1-ab83-5de51b24f632,1500,350,1418,184
cbva_jgamberdella,081154ff-ea3b-4a58-981d-67f1c719460a,1500,350,1768,101
cbva_hannahcg,4fd059aa-691c-4eee-a955-7e118d376b9a,1500,350,1541,170
cbva_abertics,5aacb110-05aa-44b1-b9ac-c767137ac12e,1500,350,1537,180
cbva_gracehiggins,f1a16123-8dad-4f4e-9ec3-fa4da2c53d6a,1500,350,1561,99
cbva_sarahmath,ef082154-ef62-484d-be5d-8328b92e9b83,1500,350,1420,205
cbva_lizzymosaic,b9f946a3-52f1-4f61-bec8-5de5865b8f24,1500,350,1420,205
cbva_slcanaday,60bc7bde-cb57-442c-929d-76b3afe598a5,1500,350,1659,134
cbva_ellabuchanan,76fc46ce-4a48-44fe-b7cb-df6094e77557,1500,350,1659,134
cbva_ellaweinert,6a7f5501-f963-461b-ae11-164938664093,1500,350,1312,200
cbva_emmamartin,a25434c7-2591-4003-85b8-c1a62825ff57,1500,350,1312,200
cbva_hannahro,2537d001-fcf9-4c9f-a5d1-aa41e611496a,1500,350,1652,151
cbva_jacobknudsen,ea9cc5a1-44b6-42c3-8f3c-b398a78ffeb7,1392,118,1500,350
cbva_aknudsen,74ba0dd2-ab7d-4f4e-a451-f7ebaa7c7d23,1341,195,1500,350
cbva_nateclinton,f80d5079-8b66-4e61-b4a8-b835aae35735,1515,191,1500,350
cbva_ignaciobrito,50fed240-09c5-4305-82d1-25b3009cd5f8,1515,191,1500,350
cbva_dankoiordanov,2d5489c3-c27f-4169-b80a-83f1ce74efd2,1604,156,1500,350
cbva_ethansaint,6a7a2031-e313-494b-b49e-8856dee491c4,1426,188,1500,350
cbva_ashtonsaint,e639fb1d-9f20-4181-baa7-79468295149c,1426,188,1500,350
cbva_tmewhirter,52f45546-0af6-4bf8-9001-fea5612857e4,1780,137,1500,350
cbva_graymandelbaum,25ace201-fc71-44cd-957e-bdb2d634d396,1333,167,1500,350
cbva_maxcherin,c08d173d-ac31-48ed-ac2e-fd8acd384e30,1333,167,1500,350
cbva_mesbuddlbtbsbwk,d1a9e05b-6100-4d62-ad62-c8095ff916dd,1382,172,1500,350
cbva_kendallpartie,787f0407-00ef-4427-b5f4-8ce3e02daf5a,1382,172,1500,350
cbva_nichtderjan,739005f5-e666-4e97-a2f0-df31bcae1d82,1528,165,1500,350
cbva_brandonbvb,8c65dbbb-8b4a-4d96-a042-17be600eb525,1644,161,1500,350
cbva_lamonttraylor,4f91cb3f-fef9-4a03-9a6b-83c5b5d36a2e,1393,174,1500,350
cbva_braggeastin,4879fb2b-c784-4e80-a57c-c0425554fdfc,1393,174,1500,350
cbva_cpackard,887d4585-2646-48fa-8199-8f04194ee408,1499,164,1500,350
cbva_lucasklein,14a035ec-31c9-413f-af0b-d9a225edbbe1,1426,183,1500,350
cbva_noahspellman,cdfdf551-842a-494b-a3dc-f8310c618233,1307,102,1500,350
cbva_peacocklikethebird,ccd48d05-83d9-44dd-b373-5528e8cbbf04,1493,170,1500,350
cbva_collinjkbv,646abc67-5a2c-4568-9511-1c4bd64263fe,1516,80,1500,350
cbva_nawahine,c95a96b1-bb91-4b58-888e-b289be018360,1533,87,1500,350
cbva_bencoordt,08eb8651-fe61-41dc-8968-8bbcdce04fc6,1666,144,1500,350
cbva_owenloncar,f4d17b27-5deb-4fce-a0fc-f4c41bebf76c,1666,144,1500,350
cbva_aaronyli,8ae2ce9f-25fe-42db-bdf8-230f759b4352,1613,158,1500,350
cbva_asaenkov,4d5b615b-15b0-4719-bcdb-ba292ca62dac,1328,175,1500,350
cbva_blaisestaab,63f6e5ea-5aaf-4fb8-9234-c4ad04b9161e,1495,169,1500,350
cbva_hunterlourick,4832090f-8a3b-4241-adf8-4e0141bbc518,1426,81,1500,350
cbva_eastonebmeyer,45bc2ad7-21a9-4f2f-94b2-f5e0f27764f3,1430,170,1500,350
cbva_utlaoisklhcqbwu,37d99bf6-8082-4f34-8f36-ae7b5fd86b94,1536,164,1500,350
cbva_slammykins,decbdd03-0086-4e89-9937-e0bd073e9ccb,1536,164,1500,350
cbva_drakeliu,77e9c447-710f-45be-b9f1-560e0c043bf5,1323,173,1500,350
cbva_pkmcdonald,a294fe37-989e-4a69-9f4e-171153d78cdc,1648,118,1500,350
cbva_ashishkamboj,0077d3ec-28d6-452e-a426-f5c18ad79bf7,1510,167,1500,350
cbva_caseyjennings,9be09b9d-dafb-42f9-9e03-99d08c895972,1438,183,1500,350
cbva_vkkxvuxwfqhvwpu,9217b176-830f-41c7-88e2-b571a8a7b0b4,1438,183,1500,350
cbva_ianbeadle,f07e77a4-28ea-458f-81c4-73338d16e21f,1398,132,1500,350
cbva_johntoman,99f16573-c04b-4ab8-ab90-da3cf1f2646b,1434,169,1500,350
cbva_theboople,833c60f9-1b36-41cf-844e-afc551676d6f,1586,92,1500,350
